,manufacturer,sku,quantity,price
656,Bosch,PUE612BB1E,0,27799
657,Bosch,PUF612FC5E,2,27799
658,Bosch,PUG61KAA5E,2,16499
659,Bosch,PXX675DV1E,0,61179
660,Bosch,PXX875D67E,2,102429
661,Bosch,PXX975KW1E,2,89599
662,Bosch,SMD6ZDX40K,2,55569
663,Bosch,SMH6ZCX40K,2,48699
664,Bosch,SMS23DW01T,2,16469
665,Bosch,SMS25AI01K,2,17969
666,Bosch,SMS25AW01K,2,17119
667,Bosch,SMS44DI01T,2,17809
668,Bosch,SMS46JW10Q,0,27099
669,Bosch,SMS4HMW65K,2,27099
670,Bosch,SMV24AX00K,2,17709
671,Bosch,SMV2ITX14K,2,17969
672,Bosch,SMV2IVX00K,2,22199
673,Bosch,SMV4HAX40K,2,27729
674,Bosch,SMV4HCX40K,0,34899
675,Bosch,SMV4HMX65K,2,27669
676,Bosch,SMV4HMX66K,2,27669
677,Bosch,SMV4HVX00K,2,27099
678,Bosch,SMV6ECX50K,2,49789
679,Bosch,SMV6EMX51K,2,44999
680,Bosch,SMV8ZCX07E,2,55569
681,Bosch,SMZ5000,2,1359
682,Bosch,SMZ5300,2,1359
683,Siemens,SN63HX65MK,2,26979
684,Siemens,SN65EX56CE,2,47299
685,Siemens,SN65ZX49CE,2,51399
686,Siemens,SN85ZX48CK,0,52999
687,Bosch,SPS2IKI02K,2,18489
688,Bosch,SPS2IKW04K,0,16779
689,Bosch,SPV2IKX10K,2,19559
690,Bosch,SPV2XMX01K,2,22339
691,Bosch,SPV4EMX65K,2,27799
692,Bosch,SPV4HMX65K,2,26769
693,Bosch,SPV6ZMX65K,2,45309
694,Siemens,SR63HX66MK,0,22339
695,Siemens,SR65ZX10MK,2,46999
696,Siemens,SR65ZX65MK,0,48399
697,Siemens,SR75EX65MK,2,48899
698,Siemens,SX75ZX48CE,2,52519
699,Bosch,WAN24000UA,2,21619
700,Bosch,WAN28263UA,2,22059
701,Bosch,WAV28K90ME,2,47169
702,Bosch,WAV28M80UA,2,40159
703,Bosch,WDS28460UA,0,36759
704,Bosch,WDU28590OE,2,62199
705,Siemens,WG44A2A0UA,0,31199
706,Siemens,WG54G2FRUA,0,41999
707,Siemens,WG56B2A0UA,0,47999
708,Bosch,WGA14400UA,0,24709
709,Bosch,WGA25400UA,2,35709
710,Bosch,WGB24400UA,0,47169
711,Bosch,WGG254FRUA,0,39999
712,Siemens,WM14N2L4UA,2,20169
713,Siemens,WM16XDH1UA,2,56949
714,Bosch,WMZ20600,2,2519
715,Bosch,WNA14400ME,2,38029
716,Bosch,WNC254A0ME,0,0
717,Siemens,WQ41G200UA,0,33929
718,Siemens,WQ45B290UA,0,44199
719,Bosch,WQB245B0UA,0,42999
720,Bosch,WQG14200UA,0,33979
721,Siemens,WT45H000UA,0,27829
722,Siemens,WT45H001UA,0,27829
723,Bosch,WTH83002UA,0,24159
724,Bosch,WTH85205UA,0,27829
725,Bosch,WTX87M90UA,2,40159
726,Bosch,WTZ11400,0,2619
727,Bosch,WTZ20410,2,829
728,Bosch,WTZ27400,0,2619
729,Bosch,WTZ27410,0,829
730,Siemens,WZ11410,2,829
731,Siemens,WZ20400,0,2619
732,Siemens,WZ27400,2,2939
733,Siemens,WZ27410,2,939
734,Bosch,BBS611LAG,2,8999
735,Bosch,BBZ152EF,2,599
736,Bosch,BHZUC18N,0,2199
737,Bosch,BHZUHF,2,2749
738,Bosch,BHZUKYD,2,819
739,Bosch,BBZ154HF,0,799
740,Bosch,BBZ156HF,2,599
741,Bosch,BBZ16GALL,2,1889
742,Bosch,BBZ41FGALL,2,589
743,Bosch,BBZWD4BAG,2,469
744,Bosch,BBZWDSET,2,449
745,Bosch,BCH86SIL1,2,8999
746,Bosch,BCHF2MX20,2,5999
747,Bosch,BCH3K2851,0,6499
748,Bosch,BCS8214ANM,2,17999
749,Bosch,BSS8224,2,18999
750,Bosch,BSS71125AH,2,9999
751,Bosch,BBS711W,2,11999
752,Bosch,BBS711ANM,2,13799
753,Bosch,BCS712XXL,2,14999
754,Bosch,BGBS2LB1,2,3399
755,Bosch,BGBS2BA1P,2,3999
756,Bosch,BGBS2BU1T,2,4499
757,Bosch,BGC05AAA2,2,3699
758,Bosch,BGLS4X201,2,5599
759,Bosch,BGLS4POW2,2,6999
760,Bosch,BGL6PET1,2,12599
761,Bosch,BGS05A220,2,3399
762,Bosch,BGS05A225,2,3399
763,Bosch,BGS05X240,2,3999
764,Bosch,BGS41PET1,2,14899
765,Bosch,BGS7POW1,2,18899
766,Bosch,BGS21X320,2,4399
767,Bosch,BGC21X350,2,5699
768,Bosch,BGS21POW2,2,6999
769,Bosch,BGS41POW2,2,9999
770,Bosch,BWD41700,2,8299
771,Bosch,BWD41740,2,8999
772,Bosch,BWD421PET,2,13599
773,Bosch,BWD421POW,2,11999
774,Bosch,FFL020MW0,2,3499
775,Bosch,FFL023MW0,2,4399
776,Bosch,FFL020MS1,0,3899
777,Bosch,FEL023MS1,2,5699
778,Bosch,FEL053MS2,0,7699
779,Bosch,MCP3000N,0,1679
780,Bosch,MES25G0,0,6049
781,Bosch,MES3500,2,7399
782,Bosch,MESM731M,2,12199
783,Bosch,MFQ2600W,2,2099
784,Bosch,MFQ3010,2,999
785,Bosch,MFQ36490,2,3499
786,Bosch,MFQ36400,2,1499
787,Bosch,MFQ4020,2,2099
788,Bosch,MFQ40303,2,2199
789,Bosch,MFW2500W,2,3099
790,Bosch,MFW2514W,0,3599
791,Bosch,MFW2515W,2,3699
792,Bosch,MFW2517W,2,3999
793,Bosch,MFW3520W,2,3699
794,Bosch,MFW3640A,2,4699
795,Bosch,MFW3X10W,2,4499
796,Bosch,MFW3X15W,2,5399
797,Bosch,MFW3X17B,2,6799
798,Bosch,MFW3X18W,2,7799
799,Bosch,MMB6141B,0,3399
800,Bosch,MMB6172S,2,4399
801,Bosch,MMB6384M,2,5999
802,Bosch,MMR08A1,0,1799
803,Bosch,MMR08R2,2,1799
804,Bosch,MSM66150RU,0,1999
805,Bosch,MS61B6150,0,2999
806,Bosch,MS62B6190,0,3699
807,Bosch,MSM4B670,2,3699
808,Bosch,MS6CA4150,2,2299
809,Bosch,MSM4B621,2,2599
810,Bosch,MSM4B623,2,2999
811,Bosch,MSM6M622,0,3499
812,Bosch,MSM6M821,2,3999
813,Bosch,MSM6M871,0,5499
814,Bosch,MSM6M8X1,2,8999
815,Bosch,MSM14200,2,1099
816,Bosch,MSM14500,2,1439
817,Bosch,MSM2620B,0,1599
818,Bosch,MSM26500,0,1899
819,Bosch,MUMS2AW00,2,4999
820,Bosch,MUMS2EW30,2,7999
821,Bosch,MUM58720,2,11499
822,Bosch,MUM58231,0,11499
823,Bosch,MUM58M59,2,15999
824,Bosch,MUMS2VM40,2,10999
825,Bosch,MUZ45AG1,2,959
826,Bosch,MUZ45KP1,2,709
827,Bosch,MUZ45PS1,2,899
828,Bosch,MUZ45RS1,2,579
829,Bosch,MUZ5CC2,2,4799
830,Bosch,MUZ5FW1,2,2399
831,Bosch,MUZ5MX1,2,1549
832,Bosch,MUZ5VL1,2,2749
833,Bosch,MUZ9CC1,2,2619
834,Bosch,MUZ9FW1,2,6349
835,Bosch,MUZ9TM1,2,4799
836,Bosch,MUZ9VL1,0,3149
837,Bosch,MUZ9VLP1,2,3399
838,Bosch,TAT3P423,2,2399
839,Bosch,TAT4P420,2,2499
840,Bosch,TAT4P424,2,2649
841,Bosch,TAT5P425,2,2849
842,Bosch,TAT8613,0,5859
843,Siemens,TP503R09,2,17499
844,Siemens,TE651319RW,0,21999
845,Siemens,TE653M11RW,2,24999
846,Siemens,TP703R09,2,42999
847,Bosch,TCG4104,2,4599
848,Bosch,TCG4215,0,5999
849,Siemens,TI35A209RW,2,12999
850,Bosch,TSM6A011W,2,1119
851,Bosch,TSM6A013B,2,1119
852,Bosch,TSM6A014R,2,1119
853,Bosch,TWK3P420,2,1599
854,Bosch,TWK3P421,2,2399
855,Bosch,TWK3P423,2,2399
856,Bosch,TWK3P424,0,1999
857,Bosch,TWK4P440,2,2519
858,Bosch,TWK5P475,2,2849
859,Bosch,TWK70B03,2,3999
860,Bosch,TWK7203,2,6849
861,Bosch,TWK7601,2,1199
862,Bosch,TZ70003,2,749
863,Bosch,TZ80001A,2,599
864,Siemens,TZ80002A,2,679
865,Siemens,TZ80004A,2,999
866,,101.0068.368,1,
867,,101.0255.783,9,
868,,101.0255.785,9,
869,,101.0255.788,9,
870,,101.0330.658,0,
871,,101.0381.767,0,
872,,101.0381.770,0,
873,,101.0381.806,8,
874,,101.0381.808,0,
875,,101.0381.809,9,
876,,101.0381.810,0,
877,,101.0381.836,3,
878,,101.0381.837,0,
879,,101.0381.838,4,
880,,101.0381.839,3,
881,,101.0456.705,9,
882,,101.0456.706,5,
883,,101.0598.808,0,
884,,101.0598.809,0,
885,,106.0064.318,1,
886,,106.0183.016,0,
887,,106.0183.104,0,
888,,106.0374.278,0,
889,,106.0374.280,0,
890,,106.0374.283,1,
891,,106.0374.292,0,
892,,106.0496.075,0,
893,,106.0496.076,4,
894,,106.0496.078,2,
895,,106.0525.290,0,
896,,106.0540.668,0,
897,,106.0541.746,0,
898,,106.0541.748,3,
899,,106.0541.752,1,
900,,106.0541.756,1,
901,,106.0554.382,0,
902,,106.0554.389,0,
903,,106.0554.391,2,
904,,106.0554.392,0,
905,,106.0554.394,1,
906,,106.0554.404,0,
907,,106.0554.405,0,
908,,106.0554.411,0,
909,,106.0554.412,0,
910,,106.0670.100,6,
911,,106.0670.111,1,
912,,106.0670.112,0,
913,,106.0670.114,0,
914,,106.0670.334,4,
915,,106.0670.335,0,
916,,108.0377.090,0,
917,,108.0516.320,3,
918,,108.0516.351,0,
919,,108.0606.106,5,
920,,108.0606.107,9,
921,,108.0606.108,9,
922,,108.0606.110,0,
923,,108.0606.111,8,
924,,108.0606.112,6,
925,,108.0613.587,4,
926,,108.0613.588,1,
927,,108.0675.410,3,
928,,110.0200.714,0,
929,,110.0200.734,9,
930,,110.0275.345,0,
931,,110.0275.346,4,
932,,110.0361.046,0,
933,,110.0365.588,0,
934,,110.0377.355,0,
935,,110.0392.878,0,
936,,110.0456.723,1,
937,,110.0456.724,1,
938,,110.0473.545,0,
939,,110.0473.546,0,
940,,110.0473.547,2,
941,,112.0006.456,9,
942,,112.0007.715,5,
943,,112.0016.755,0,
944,,112.0016.756,9,
945,,112.0017.900,1,
946,,112.0018.030,2,
947,,112.0018.038,0,
948,,112.0030.882,9,
949,,112.0049.409,9,
950,,112.0052.781,2,
951,,112.0057.214,1,
952,,112.0066.060,9,
953,,112.0067.739,0,
954,,112.0067.942,9,
955,,112.0075.642,2,
956,,112.0174.991,2,
957,,112.0174.992,1,
958,,112.0174.994,0,
959,,112.0174.995,0,
960,,112.0176.753,2,
961,,112.0188.651,3,
962,,112.0193.038,9,
963,,112.0197.447,1,
964,,112.0199.083,1,
965,,112.0199.086,1,
966,,112.0199.087,0,
967,,112.0250.014,1,
968,,112.0253.273,9,
969,,112.0256.867,9,
970,,112.0262.703,1,
971,,112.0277.144,9,
972,,112.0285.288,0,
973,,112.0289.753,0,
974,,112.0301.698,2,
975,,112.0339.360,1,
976,,112.0389.090,9,
977,,112.0394.981,0,
978,,112.0442.942,2,
979,,112.0464.521,2,
980,,112.0464.522,2,
981,,112.0470.620,2,
982,,112.0470.631,1,
983,,112.0470.632,0,
984,,112.0473.656,9,
985,,112.0473.657,2,
986,,112.0480.588,2,
987,,112.0489.809,1,
988,,112.0512.280,7,
989,,112.0512.465,0,
990,,112.0512.466,0,
991,,112.0517.083,0,
992,,112.0520.497,2,
993,,112.0520.938,0,
994,,112.0530.237,5,
995,,112.0530.238,0,
996,,112.0530.239,6,
997,,112.0530.240,0,
998,,112.0530.322,9,
999,,112.0532.169,9,
1000,,112.0538.950,9,
1001,,112.0539.120,0,
1002,,112.0539.134,0,
1003,,112.0539.135,0,
1004,,112.0539.138,0,
1005,,112.0539.568,2,
1006,,112.0539.569,2,
1007,,112.0539.570,1,
1008,,112.0544.161,9,
1009,,112.0545.792,0,
1010,,112.0547.940,0,
1011,,112.0548.292,1,
1012,,112.0548.447,2,
1013,,112.0548.448,3,
1014,,112.0549.122,5,
1015,,112.0564.134,9,
1016,,112.0564.564,9,
1017,,112.0591.081,9,
1018,,112.0591.082,5,
1019,,112.0595.334,9,
1020,,112.0602.288,5,
1021,,112.0611.460,0,
1022,,112.0619.946,2,
1023,,112.0624.354,9,
1024,,112.0624.475,9,
1025,,112.0624.484,9,
1026,,112.0624.895,1,
1027,,112.0625.483,0,
1028,,112.0625.484,9,
1029,,112.0625.485,4,
1030,,112.0625.486,2,
1031,,112.0625.487,0,
1032,,112.0629.887,0,
1033,,112.0629.956,0,
1034,,112.0629.967,0,
1035,,112.0630.186,0,
1036,,112.0630.187,1,
1037,,112.0630.188,0,
1038,,112.0630.204,0,
1039,,112.0630.208,1,
1040,,112.0630.210,1,
1041,,112.0630.933,0,
1042,,112.0630.934,0,
1043,,112.0630.983,0,
1044,,112.0636.803,0,
1045,,112.0639.719,6,
1046,,112.0652.763,9,
1047,,112.0652.898,1,
1048,,112.0652.978,0,
1049,,112.0653.030,1,
1050,,112.0653.035,1,
1051,,112.0653.036,1,
1052,,112.0653.041,0,
1053,,112.0654.748,9,
1054,,112.0655.239,0,
1055,,112.0655.240,1,
1056,,112.0655.341,0,
1057,,112.0655.342,1,
1058,,112.0655.343,2,
1059,,112.0655.344,1,
1060,,112.0655.408,0,
1061,,112.0655.409,0,
1062,,112.0655.410,0,
1063,,112.0655.431,1,
1064,,112.0655.433,1,
1065,,112.0655.468,1,
1066,,112.0655.470,2,
1067,,112.0655.471,2,
1068,,112.0655.472,2,
1069,,112.0655.481,9,
1070,,112.0655.482,9,
1071,,112.0655.483,9,
1072,,112.0655.488,8,
1073,,112.0655.489,9,
1074,,112.0656.939,9,
1075,,112.0657.022,9,
1076,,112.0657.146,9,
1077,,112.0657.273,6,
1078,,112.0657.298,2,
1079,,112.0657.383,9,
1080,,112.0657.421,9,
1081,,112.0657.945,9,
1082,,112.0658.444,9,
1083,,112.0658.446,9,
1084,,112.0658.484,9,
1085,,112.0658.485,9,
1086,,112.0659.398,6,
1087,,112.0664.346,0,
1088,,112.0664.347,0,
1089,,112.0664.348,0,
1090,,112.0664.350,0,
1091,,112.0664.391,0,
1092,,112.0664.394,0,
1093,,112.0668.276,9,
1094,,112.0670.624,0,
1095,,112.0670.893,5,
1096,,112.0674.415,9,
1097,,112.0676.854,0,
1098,,112.0676.895,0,
1099,,112.0679.772,0,
1100,,112.0681.031,0,
1101,,112.0681.200,0,
1102,,112.0683.832,0,
1103,,112.0683.833,0,
1104,,113.0048.569,0,
1105,,114.0251.445,8,
1106,,114.0254.780,8,
1107,,114.0258.031,9,
1108,,114.0258.039,9,
1109,,114.0258.040,9,
1110,,114.0258.042,7,
1111,,114.0272.580,9,
1112,,114.0272.595,9,
1113,,114.0272.596,6,
1114,,114.0272.599,5,
1115,,114.0272.602,9,
1116,,114.0272.603,9,
1117,,114.0272.633,5,
1118,,114.0272.634,8,
1119,,114.0306.793,9,
1120,,114.0306.795,2,
1121,,114.0306.815,9,
1122,,114.0363.932,0,
1123,,114.0363.933,1,
1124,,114.0363.940,9,
1125,,114.0367.737,0,
1126,,114.0374.914,2,
1127,,114.0374.916,3,
1128,,114.0374.920,9,
1129,,114.0374.951,6,
1130,,114.0375.036,1,
1131,,114.0375.041,5,
1132,,114.0375.045,4,
1133,,114.0375.050,9,
1134,,114.0381.002,1,
1135,,114.0381.006,3,
1136,,114.0381.007,2,
1137,,114.0381.015,9,
1138,,114.0381.062,0,
1139,,114.0381.072,5,
1140,,114.0497.988,9,
1141,,114.0498.008,0,
1142,,114.0498.031,9,
1143,,114.0499.223,2,
1144,,114.0502.869,8,
1145,,114.0502.870,8,
1146,,114.0565.087,0,
1147,,114.0565.090,9,
1148,,114.0565.111,9,
1149,,114.0565.115,0,
1150,,114.0565.117,9,
1151,,114.0565.124,6,
1152,,114.0574.934,0,
1153,,114.0574.944,0,
1154,,114.0574.982,0,
1155,,114.0575.041,9,
1156,,114.0575.042,0,
1157,,114.0576.308,6,
1158,,114.0592.098,0,
1159,,114.0630.413,0,
1160,,114.0630.417,0,
1161,,114.0630.425,5,
1162,,114.0630.428,0,
1163,,114.0630.440,0,
1164,,114.0630.446,3,
1165,,114.0630.449,6,
1166,,114.0630.450,0,
1167,,114.0630.451,9,
1168,,114.0630.453,6,
1169,,114.0630.455,9,
1170,,114.0630.457,9,
1171,,114.0630.458,9,
1172,,114.0630.459,5,
1173,,114.0630.461,3,
1174,,114.0630.463,9,
1175,,114.0630.465,7,
1176,,114.0630.466,9,
1177,,114.0630.467,9,
1178,,114.0630.469,9,
1179,,114.0630.471,9,
1180,,114.0630.473,3,
1181,,114.0630.474,9,
1182,,114.0630.475,9,
1183,,114.0630.477,3,
1184,,114.0630.479,8,
1185,,114.0631.437,6,
1186,,114.0631.438,9,
1187,,114.0631.439,1,
1188,,114.0631.461,9,
1189,,114.0631.466,0,
1190,,114.0631.513,0,
1191,,114.0652.619,3,
1192,,114.0652.620,3,
1193,,114.0652.656,0,
1194,,114.0652.657,0,
1195,,114.0661.768,8,
1196,,114.0661.769,2,
1197,,114.0661.770,0,
1198,,114.0661.771,2,
1199,,114.0661.782,9,
1200,,114.0661.783,0,
1201,,114.0661.784,3,
1202,,114.0661.785,3,
1203,,114.0663.897,0,
1204,,114.0667.446,9,
1205,,114.0667.447,9,
1206,,114.0667.448,8,
1207,,114.0667.450,5,
1208,,114.0668.599,4,
1209,,114.0668.817,0,
1210,,114.0668.818,6,
1211,,114.0668.819,9,
1212,,114.0668.820,4,
1213,,114.0668.861,9,
1214,,114.0668.862,0,
1215,,114.0668.863,5,
1216,,114.0668.864,9,
1217,,114.0668.865,0,
1218,,114.0668.866,0,
1219,,114.0668.867,9,
1220,,114.0668.868,0,
1221,,114.0668.901,0,
1222,,114.0668.902,0,
1223,,114.0668.903,0,
1224,,114.0668.904,1,
1225,,114.0668.905,0,
1226,,114.0668.906,9,
1227,,114.0668.907,6,
1228,,114.0675.975,0,
1229,,114.0675.976,1,
1230,,114.0675.977,0,
1231,,114.0675.978,1,
1232,,114.0676.259,1,
1233,,114.0676.260,1,
1234,,114.0676.261,0,
1235,,114.0676.263,1,
1236,,114.0676.264,0,
1237,,114.0676.271,0,
1238,,114.0676.272,0,
1239,,114.0676.273,1,
1240,,114.0676.275,6,
1241,,114.0676.276,0,
1242,,114.0691.534,9,
1243,,114.0699.230,9,
1244,,114.0699.231,9,
1245,,114.0699.232,0,
1246,,114.0699.233,6,
1247,,114.0699.234,9,
1248,,114.0699.235,9,
1249,,114.0699.236,9,
1250,,114.0699.237,8,
1251,,114.0699.238,9,
1252,,114.0699.239,9,
1253,,114.0699.240,0,
1254,,114.0699.242,9,
1255,,114.0701.786,9,
1256,,114.0701.787,9,
1257,,114.0701.788,9,
1258,,114.0701.789,9,
1259,,114.0701.790,8,
1260,,114.0701.791,8,
1261,,114.0701.792,9,
1262,,114.0701.793,1,
1263,,114.0701.794,0,
1264,,114.0701.795,9,
1265,,114.0701.796,0,
1266,,114.0701.797,8,
1267,,114.0701.798,9,
1268,,114.0701.799,9,
1269,,114.0701.800,7,
1270,,114.0701.801,9,
1271,,114.0701.802,9,
1272,,114.0701.803,6,
1273,,114.0701.804,9,
1274,,114.0701.805,9,
1275,,114.0701.806,9,
1276,,114.0701.807,9,
1277,,114.0701.808,8,
1278,,114.0701.809,9,
1279,,114.0701.810,6,
1280,,114.0701.811,0,
1281,,114.0701.812,3,
1282,,114.0701.813,0,
1283,,114.0701.814,3,
1284,,114.0701.815,2,
1285,,114.0701.816,9,
1286,,114.0701.817,3,
1287,,114.0701.818,9,
1288,,114.0701.819,9,
1289,,114.0701.820,9,
1290,,114.0701.821,9,
1291,,114.0701.822,9,
1292,,114.0701.823,9,
1293,,115.0028.205,0,
1294,,115.0029.591,0,
1295,,115.0265.997,0,
1296,,115.0275.366,3,
1297,,115.0347.111,0,
1298,,115.0347.142,0,
1299,,115.0370.689,9,
1300,,115.0370.694,9,
1301,,115.0370.703,9,
1302,,115.0370.708,0,
1303,,115.0373.889,0,
1304,,115.0373.930,2,
1305,,115.0373.945,0,
1306,,115.0393.974,0,
1307,,115.0393.975,2,
1308,,115.0393.976,1,
1309,,115.0470.653,2,
1310,,115.0470.654,9,
1311,,115.0470.655,3,
1312,,115.0470.658,1,
1313,,115.0470.659,2,
1314,,115.0470.661,0,
1315,,115.0470.663,0,
1316,,115.0470.665,0,
1317,,115.0470.666,3,
1318,,115.0470.669,0,
1319,,115.0470.670,0,
1320,,115.0470.675,8,
1321,,115.0472.959,1,
1322,,115.0472.960,0,
1323,,115.0486.978,3,
1324,,115.0486.980,2,
1325,,115.0486.993,0,
1326,,115.0521.435,0,
1327,,115.0521.438,0,
1328,,115.0521.441,0,
1329,,115.0523.286,0,
1330,,115.0524.929,0,
1331,,115.0529.202,4,
1332,,115.0529.207,9,
1333,,115.0534.219,1,
1334,,115.0543.285,0,
1335,,115.0543.294,1,
1336,,115.0545.135,8,
1337,,115.0545.136,9,
1338,,115.0546.115,1,
1339,,115.0547.852,0,
1340,,115.0547.853,0,
1341,,115.0547.854,1,
1342,,115.0547.855,0,
1343,,115.0550.424,6,
1344,,115.0550.427,0,
1345,,115.0550.441,1,
1346,,115.0550.442,0,
1347,,115.0569.290,2,
1348,,115.0569.461,0,
1349,,115.0590.044,1,
1350,,115.0590.045,0,
1351,,115.0590.046,0,
1352,,115.0590.047,0,
1353,,115.0595.083,2,
1354,,115.0595.088,0,
1355,,115.0595.089,0,
1356,,115.0595.091,9,
1357,,115.0595.093,0,
1358,,115.0596.387,2,
1359,,115.0596.388,2,
1360,,115.0596.389,1,
1361,,115.0613.590,9,
1362,,115.0613.671,0,
1363,,115.0621.548,4,
1364,,115.0621.549,0,
1365,,115.0621.591,0,
1366,,115.0621.592,2,
1367,,115.0621.600,1,
1368,,115.0621.612,2,
1369,,115.0621.613,9,
1370,,115.0621.615,0,
1371,,115.0622.942,9,
1372,,115.0622.943,9,
1373,,115.0622.946,9,
1374,,115.0622.947,0,
1375,,115.0622.949,9,
1376,,115.0623.055,0,
1377,,115.0623.057,3,
1378,,115.0623.059,2,
1379,,115.0623.134,0,
1380,,115.0623.136,6,
1381,,115.0623.139,1,
1382,,115.0623.141,0,
1383,,115.0623.147,3,
1384,,115.0625.185,2,
1385,,115.0625.187,0,
1386,,115.0625.188,0,
1387,,115.0625.190,0,
1388,,115.0626.018,9,
1389,,115.0626.019,9,
1390,,115.0626.020,9,
1391,,115.0626.022,0,
1392,,115.0626.024,0,
1393,,115.0626.025,0,
1394,,115.0626.026,5,
1395,,115.0626.028,1,
1396,,115.0626.051,9,
1397,,115.0626.053,9,
1398,,115.0626.055,9,
1399,,115.0626.057,9,
1400,,115.0626.081,9,
1401,,115.0626.082,9,
1402,,115.0626.083,9,
1403,,115.0626.084,9,
1404,,115.0626.085,9,
1405,,115.0626.087,9,
1406,,115.0626.088,9,
1407,,115.0627.523,9,
1408,,115.0628.204,2,
1409,,115.0628.207,1,
1410,,115.0628.208,0,
1411,,115.0628.209,0,
1412,,115.0628.210,3,
1413,,115.0628.251,2,
1414,,115.0628.252,1,
1415,,115.0628.253,3,
1416,,115.0628.254,1,
1417,,115.0628.256,0,
1418,,115.0653.298,8,
1419,,115.0653.299,0,
1420,,115.0653.371,6,
1421,,115.0653.372,0,
1422,,115.0653.373,6,
1423,,115.0653.374,0,
1424,,115.0653.377,0,
1425,,115.0653.378,2,
1426,,115.0653.379,3,
1427,,115.0653.380,0,
1428,,115.0653.382,0,
1429,,115.0653.383,0,
1430,,115.0653.384,0,
1431,,115.0653.385,0,
1432,,115.0653.388,2,
1433,,115.0653.389,1,
1434,,115.0653.395,0,
1435,,115.0653.396,2,
1436,,115.0653.398,0,
1437,,115.0653.399,3,
1438,,115.0653.401,4,
1439,,115.0653.404,8,
1440,,115.0653.405,1,
1441,,115.0653.504,4,
1442,,115.0653.505,7,
1443,,115.0668.279,9,
1444,,115.0668.280,9,
1445,,115.0668.381,9,
1446,,115.0668.382,3,
1447,,115.0668.383,9,
1448,,115.0669.768,0,
1449,,115.0669.769,9,
1450,,115.0681.241,1,
1451,,115.0681.242,0,
1452,,115.0681.243,0,
1453,,115.0681.244,3,
1454,,115.0693.230,9,
1455,,115.0693.393,9,
1456,,116.0373.686,0,
1457,,116.0374.296,0,
1458,,116.0525.341,0,
1459,,116.0540.670,0,
1460,,116.0577.011,0,
1461,,116.0605.987,0,
1462,,116.0605.988,1,
1463,,116.0605.990,5,
1464,,116.0606.047,0,
1465,,116.0606.091,6,
1466,,116.0606.093,0,
1467,,116.0606.096,8,
1468,,116.0606.097,2,
1469,,116.0606.098,7,
1470,,116.0606.100,2,
1471,,116.0606.101,2,
1472,,116.0606.102,0,
1473,,116.0609.447,9,
1474,,116.0613.706,0,
1475,,116.0613.707,3,
1476,,116.0613.708,0,
1477,,116.0613.709,0,
1478,,117.0611.672,7,
1479,,117.0611.673,9,
1480,,117.0611.674,8,
1481,,117.0611.675,8,
1482,,117.0616.305,9,
1483,,118.0606.721,2,
1484,,118.0606.722,6,
1485,,118.0606.723,5,
1486,,118.0627.481,5,
1487,,118.0627.482,6,
1488,,118.0629.526,7,
1489,,118.0656.683,1,
1490,,118.0656.684,6,
1491,,119.0176.059,1,
1492,,119.0547.902,0,
1493,,119.0547.905,3,
1494,,119.0547.906,9,
1495,,119.0547.911,2,
1496,,119.0578.743,9,
1497,,119.0578.744,9,
1498,,119.0578.745,0,
1499,,119.0578.746,9,
1500,,119.0578.747,9,
1501,,119.0578.748,9,
1502,,119.0578.750,7,
1503,,119.0578.771,9,
1504,,119.0584.065,9,
1505,,120.0179.978,9,
1506,,120.0179.979,9,
1507,,121.0176.518,1,
1508,,121.0307.563,0,
1509,,121.0494.150,3,
1510,,121.0494.182,3,
1511,,121.0494.192,4,
1512,,121.0494.193,6,
1513,,121.0557.763,4,
1514,,121.0557.764,2,
1515,,122.0021.439,0,
1516,,122.0021.440,9,
1517,,122.0021.444,3,
1518,,122.0021.446,0,
1519,,122.0021.447,0,
1520,,122.0021.448,2,
1521,,122.0021.451,0,
1522,,122.0039.092,6,
1523,,122.0060.328,0,
1524,,122.0204.647,0,
1525,,122.0204.649,9,
1526,,122.0579.553,0,
1527,,122.0598.646,9,
1528,,122.0598.741,9,
1529,,122.0600.933,9,
1530,,122.0600.935,6,
1531,,122.0600.945,5,
1532,,122.0703.300,9,
1533,,124.0335.702,0,
1534,,124.0335.706,1,
1535,,124.0335.851,0,
1536,,124.0335.862,1,
1537,,124.0335.865,1,
1538,,124.0335.866,1,
1539,,124.0380.242,1,
1540,,124.0380.246,0,
1541,,124.0380.250,0,
1542,,124.0381.390,2,
1543,,124.0381.401,0,
1544,,124.0381.404,1,
1545,,124.0381.407,2,
1546,,125.0395.602,0,
1547,,125.0395.608,9,
1548,,125.0395.610,4,
1549,,125.0517.041,6,
1550,,125.0517.044,9,
1551,,125.0517.045,6,
1552,,125.0517.046,9,
1553,,125.0517.059,4,
1554,,125.0517.092,9,
1555,,125.0517.093,6,
1556,,125.0517.098,3,
1557,,125.0517.109,7,
1558,,125.0517.122,9,
1559,,125.0517.123,4,
1560,,125.0517.124,4,
1561,,125.0575.040,0,
1562,,125.0576.307,9,
1563,,125.0576.309,9,
1564,,125.0631.518,9,
1565,,125.0631.519,9,
1566,,125.0631.520,9,
1567,,125.0676.974,5,
1568,,125.0676.975,0,
1569,,125.0676.976,2,
1570,,125.0676.977,0,
1571,,125.0687.260,0,
1572,,125.0687.261,9,
1573,,125.0687.262,0,
